nyud 509
nyud 200
scenenet train/0/192 7000
scenenet train/0/108 500
scenenet train/0/295 3025
scenenet train/0/240 6400
scenenet train/0/254 25
scenenet train/0/488 2550
scenenet train/0/246 4975
scenenet train/0/137 3650
scenenet train/0/48 300
scenenet train/0/67 6600
nyud 1174
nyud 270
scannet scene0000_01 000640
scannet scene0002_01 000419
scannet scene0000_01 005464
scannet scene0001_01 000098
scannet scene0002_01 002892
scannet scene0002_01 001855
scannet scene0000_01 004367
scannet scene0002_00 001600
scannet scene0000_00 003885
scannet scene0000_01 001312
scannet scene0002_01 000455
scannet scene0002_01 001067
scenenet train/0/32 5575
scenenet train/0/492 5475
scenenet train/0/42 250
scenenet train/0/319 6925
scenenet train/0/477 4975
scenenet train/0/361 4925
scenenet train/0/321 4475
scenenet train/0/460 2975
scenenet train/0/212 2700
scenenet train/0/49 7250
scenenet train/0/228 475
scenenet train/0/74 1575
scenenet train/0/146 3600
scenenet train/0/246 6825
scenenet train/0/353 4425
scenenet train/0/169 3325
scenenet train/0/20 150
scenenet train/0/211 3875
scenenet train/0/132 4500
scenenet train/0/101 2675
scenenet train/0/301 3025
scenenet train/0/70 7025
scenenet train/0/165 7400
scenenet train/0/327 1325
scenenet train/0/228 1375
scenenet train/0/63 3325
scenenet train/0/234 7000
scenenet train/0/339 3475
scenenet train/0/121 2575
scenenet train/0/134 5200
scenenet train/0/115 2425
scenenet train/0/158 7450
scenenet train/0/68 5850
scenenet train/0/325 4075
nyud 238
nyud 804
scannet scene0002_01 000401
scannet scene0000_01 001374
scannet scene0000_01 000075
scannet scene0002_00 001448
scannet scene0000_01 005136
scannet scene0002_00 000511
scannet scene0000_01 000752
scannet scene0000_02 000579
scannet scene0000_01 003342
scannet scene0002_01 002134
scannet scene0002_01 001304
scannet scene0000_01 004573
scenenet train/0/3 4125
scenenet train/0/178 4400
scenenet train/0/138 150
scenenet train/0/115 6075
scenenet train/0/54 1125
scenenet train/0/183 3150
scenenet train/0/170 6150
scenenet train/0/432 1275
scenenet train/0/421 3450
scenenet train/0/305 3650
scenenet train/0/424 6475
scenenet train/0/222 6700
scenenet train/0/300 2650
scenenet train/0/270 550
scenenet train/0/221 350
scenenet train/0/389 3700
scenenet train/0/318 2250
scenenet train/0/441 5850
scenenet train/0/243 3650
scenenet train/0/369 2475
scenenet train/0/473 1200
scenenet train/0/305 5250
scenenet train/0/87 1500
scenenet train/0/98 550
scenenet train/0/9 4475
scenenet train/0/288 4325
scenenet train/0/165 6800
scenenet train/0/69 4900
scenenet train/0/292 3175
scenenet train/0/390 1425
scenenet train/0/401 775
scenenet train/0/63 450
scenenet train/0/461 2600
scenenet train/0/349 3125
nyud 426
nyud 340
scannet scene0000_00 000384
scannet scene0000_02 001234
scannet scene0000_00 003458
scannet scene0002_00 001253
scannet scene0002_00 001314
scannet scene0000_00 003903
scannet scene0000_01 003195
scannet scene0002_00 001278
scannet scene0000_00 000838
scannet scene0000_02 001809
scannet scene0000_01 002298
scannet scene0002_01 000765
scenenet train/0/186 475
scenenet train/0/346 1650
scenenet train/0/214 2375
scenenet train/0/113 6725
scenenet train/0/354 5875
scenenet train/0/481 5050
scenenet train/0/78 4150
scenenet train/0/107 3925
scenenet train/0/12 5975
scenenet train/0/101 2625
scenenet train/0/76 4725
scenenet train/0/426 3850
scenenet train/0/337 2725
scenenet train/0/179 5825
scenenet train/0/425 6100
scenenet train/0/476 2000
scenenet train/0/160 3025
scenenet train/0/320 2450
scenenet train/0/234 5600
scenenet train/0/213 6775
scenenet train/0/171 6575
scenenet train/0/494 7100
scenenet train/0/17 4975
scenenet train/0/339 1375
scenenet train/0/95 2925
scenenet train/0/240 2450
scenenet train/0/285 3125
scenenet train/0/177 5100
scenenet train/0/24 1075
scenenet train/0/418 525
scenenet train/0/424 5975
scenenet train/0/228 3275
scenenet train/0/257 2875
scenenet train/0/83 5375
nyud 946
nyud 826
scannet scene0000_00 003612
scannet scene0002_00 001088
scannet scene0001_00 000227
scannet scene0000_00 002243
scannet scene0002_01 004513
scannet scene0000_00 003597
scannet scene0000_02 001763
scannet scene0000_01 000980
scannet scene0002_01 004357
scannet scene0002_00 000953
scannet scene0000_01 002611
scannet scene0000_01 000237
scenenet train/0/103 4325
scenenet train/0/44 950
scenenet train/0/243 3825
scenenet train/0/13 1200
scenenet train/0/281 1500
scenenet train/0/232 1175
scenenet train/0/437 4375
scenenet train/0/366 2250
scenenet train/0/203 6025
scenenet train/0/286 2975
scenenet train/0/310 2325
scenenet train/0/109 2450
scenenet train/0/347 200
scenenet train/0/300 4825
scenenet train/0/97 4175
scenenet train/0/485 1750
scenenet train/0/352 1400
scenenet train/0/49 550
scenenet train/0/173 5125
scenenet train/0/214 1625
scenenet train/0/321 5700
scenenet train/0/371 4825
scenenet train/0/332 1175
scenenet train/0/74 3700
scenenet train/0/7 5725
scenenet train/0/232 6800
scenenet train/0/482 1300
scenenet train/0/363 7150
scenenet train/0/491 7250
scenenet train/0/365 6700
scenenet train/0/214 4000
scenenet train/0/51 3925
scenenet train/0/345 3850
scenenet train/0/55 5300
nyud 1158
nyud 90
scannet scene0002_01 000064
scannet scene0000_00 000598
scannet scene0001_00 001134
scannet scene0000_01 000270
scannet scene0000_01 004959
scannet scene0002_01 003214
scannet scene0000_02 003289
scannet scene0002_01 002642
scannet scene0002_00 001152
scannet scene0000_02 005167
scannet scene0000_02 003405
scannet scene0000_02 005401
scenenet train/0/357 350
scenenet train/0/367 2350
scenenet train/0/167 6475
scenenet train/0/440 4425
scenenet train/0/396 5700
scenenet train/0/450 6075
scenenet train/0/293 2550
scenenet train/0/404 7425
scenenet train/0/486 6125
scenenet train/0/145 5700
scenenet train/0/290 7125
scenenet train/0/210 5500
scenenet train/0/369 4900
scenenet train/0/363 6425
scenenet train/0/388 4900
scenenet train/0/144 6075
scenenet train/0/133 6575
scenenet train/0/421 750
scenenet train/0/78 475
scenenet train/0/221 7125
scenenet train/0/135 3000
scenenet train/0/390 2275
scenenet train/0/136 2600
scenenet train/0/157 6875
scenenet train/0/425 5825
scenenet train/0/331 2850
scenenet train/0/437 750
scenenet train/0/53 4775
scenenet train/0/259 7375
scenenet train/0/478 800
scenenet train/0/412 5300
scenenet train/0/178 350
scenenet train/0/232 3825
scenenet train/0/498 3050
nyud 413
nyud 548
scannet scene0000_01 005394
scannet scene0000_01 001801
scannet scene0000_01 000655
scannet scene0002_01 004262
scannet scene0000_00 000631
scannet scene0000_02 003894
scannet scene0000_02 002047
scannet scene0001_01 000649
scannet scene0001_00 000354
scannet scene0000_00 005451
scannet scene0002_01 003000
scannet scene0000_01 001986
scenenet train/0/12 6625
scenenet train/0/73 1650
scenenet train/0/238 775
scenenet train/0/367 575
scenenet train/0/101 2800
scenenet train/0/382 5500
scenenet train/0/125 1200
scenenet train/0/204 625
scenenet train/0/323 5350
scenenet train/0/443 7450
scenenet train/0/259 4900
scenenet train/0/390 6025
scenenet train/0/250 2900
scenenet train/0/207 7275
scenenet train/0/183 2625
scenenet train/0/235 4175
scenenet train/0/331 5350
scenenet train/0/141 2525
scenenet train/0/394 5075
scenenet train/0/435 1700
scenenet train/0/324 6075
scenenet train/0/181 3425
scenenet train/0/459 4200
scenenet train/0/195 1950
scenenet train/0/319 7125
scenenet train/0/309 350
scenenet train/0/287 3225
scenenet train/0/10 1975
scenenet train/0/34 1200
scenenet train/0/45 5450
scenenet train/0/359 1650
scenenet train/0/1 6850
scenenet train/0/16 350
scenenet train/0/49 6425
nyud 982
nyud 1107
scannet scene0000_00 004554
scannet scene0000_02 002428
scannet scene0001_01 000837
scannet scene0000_00 004113
scannet scene0000_02 003144
scannet scene0000_00 005207
scannet scene0000_01 003122
scannet scene0000_02 002419
scannet scene0000_00 000758
scannet scene0000_02 001264
scannet scene0000_02 005486
scannet scene0002_01 004339
scenenet train/0/144 1425
scenenet train/0/310 4050
scenenet train/0/62 1000
scenenet train/0/140 275
scenenet train/0/327 1100
scenenet train/0/230 6250
scenenet train/0/49 2100
scenenet train/0/352 4000
scenenet train/0/43 4150
scenenet train/0/457 1200
scenenet train/0/90 7050
scenenet train/0/236 475
scenenet train/0/156 100
scenenet train/0/353 1300
scenenet train/0/38 4975
scenenet train/0/3 900
scenenet train/0/29 5925
scenenet train/0/393 6550
scenenet train/0/463 525
scenenet train/0/123 2550
scenenet train/0/157 5900
scenenet train/0/184 5400
scenenet train/0/53 1100
scenenet train/0/243 4925
scenenet train/0/10 1325
scenenet train/0/164 3100
scenenet train/0/208 6250
scenenet train/0/390 2600
scenenet train/0/419 6350
scenenet train/0/170 2375
scenenet train/0/170 5125
scenenet train/0/460 7450
scenenet train/0/293 6775
scenenet train/0/108 25
nyud 169
nyud 726
scannet scene0000_02 002429
scannet scene0002_00 000529
scannet scene0001_00 000757
scannet scene0000_02 004280
scannet scene0002_00 000299
scannet scene0000_01 003593
scannet scene0001_00 001218
scannet scene0001_01 000186
scannet scene0000_02 000307
scannet scene0002_01 004862
scannet scene0000_00 001450
scannet scene0000_02 004990
scenenet train/0/329 6425
scenenet train/0/224 1475
scenenet train/0/194 6925
scenenet train/0/342 6350
scenenet train/0/310 3000
scenenet train/0/335 4875
scenenet train/0/485 3750
scenenet train/0/225 6325
scenenet train/0/316 2200
scenenet train/0/318 775
scenenet train/0/147 175
scenenet train/0/104 3475
scenenet train/0/260 7050
scenenet train/0/443 5975
scenenet train/0/495 4775
scenenet train/0/277 5175
scenenet train/0/205 350
scenenet train/0/243 7150
scenenet train/0/477 6400
scenenet train/0/71 2125
scenenet train/0/204 7025
scenenet train/0/350 4000
scenenet train/0/483 3450
scenenet train/0/281 550
scenenet train/0/175 6900
scenenet train/0/324 7275
scenenet train/0/421 1200
scenenet train/0/226 0
scenenet train/0/366 6625
scenenet train/0/328 1500
scenenet train/0/453 5925
scenenet train/0/214 6300
scenenet train/0/320 3350
scenenet train/0/118 5125
nyud 839
nyud 96
scannet scene0000_01 003360
scannet scene0000_01 001075
scannet scene0001_00 000113
scannet scene0002_01 002740
scannet scene0002_01 003287
scannet scene0000_01 005125
scannet scene0002_00 000306
scannet scene0002_01 004831
scannet scene0000_00 004475
scannet scene0000_01 005420
scannet scene0000_00 001764
scannet scene0000_02 000772
scenenet train/0/440 4725
scenenet train/0/188 6525
scenenet train/0/470 2525
scenenet train/0/2 1775
scenenet train/0/94 6050
scenenet train/0/391 2450
scenenet train/0/405 5375
scenenet train/0/232 7200
scenenet train/0/265 7425
scenenet train/0/72 2450
scenenet train/0/242 2600
scenenet train/0/374 2350
scenenet train/0/468 2200
scenenet train/0/413 1150
scenenet train/0/62 2375
scenenet train/0/386 4775
scenenet train/0/440 1975
scenenet train/0/106 925
scenenet train/0/474 2750
scenenet train/0/355 4500
scenenet train/0/253 3450
scenenet train/0/421 2775
scenenet train/0/460 3825
scenenet train/0/34 7225
scenenet train/0/212 3300
scenenet train/0/325 6425
scenenet train/0/292 3875
scenenet train/0/323 5400
scenenet train/0/302 2475
scenenet train/0/71 5600
scenenet train/0/340 900
scenenet train/0/229 6000
scenenet train/0/219 1950
scenenet train/0/425 100
nyud 931
nyud 1219
scannet scene0002_01 000740
scannet scene0000_00 000275
scannet scene0000_01 002049
scannet scene0000_00 001252
scannet scene0000_01 004162
scannet scene0000_00 003209
scannet scene0000_02 003701
scannet scene0000_01 003616
scannet scene0002_00 001135
scannet scene0000_02 004549
scannet scene0002_00 000276
scannet scene0002_01 003022
scenenet train/0/181 4450
scenenet train/0/411 625
scenenet train/0/499 3225
scenenet train/0/92 3675
scenenet train/0/487 975
scenenet train/0/42 4250
scenenet train/0/441 1425
scenenet train/0/460 1375
scenenet train/0/372 5150
scenenet train/0/342 3250
scenenet train/0/10 6400
scenenet train/0/182 4300
scenenet train/0/173 3425
scenenet train/0/362 2600
scenenet train/0/156 3750
scenenet train/0/183 4300
scenenet train/0/71 6050
scenenet train/0/11 1325
scenenet train/0/22 6200
scenenet train/0/70 6100
scenenet train/0/443 2300
scenenet train/0/400 7025
scenenet train/0/442 6425
scenenet train/0/22 6750
scenenet train/0/157 5600
scenenet train/0/318 4625
scenenet train/0/405 2175
scenenet train/0/30 4100
scenenet train/0/375 800
scenenet train/0/457 7450
scenenet train/0/186 3100
scenenet train/0/187 6650
scenenet train/0/491 5525
scenenet train/0/3 1600
nyud 1074
nyud 191
scannet scene0001_01 001116
scannet scene0000_00 002072
scannet scene0000_01 004782
scannet scene0000_01 000274
scannet scene0000_01 005180
scannet scene0002_01 000775
scannet scene0002_01 005186
scannet scene0000_01 004380
scannet scene0000_02 003614
scannet scene0000_01 005194
scannet scene0000_01 001617
scannet scene0000_02 003176
scenenet train/0/434 5225
scenenet train/0/10 5600
scenenet train/0/385 4625
scenenet train/0/39 5950
scenenet train/0/237 2000
scenenet train/0/481 2900
scenenet train/0/111 1425
scenenet train/0/92 6625
scenenet train/0/272 4675
scenenet train/0/163 300
scenenet train/0/9 3550
scenenet train/0/34 1475
scenenet train/0/162 6375
scenenet train/0/37 875
scenenet train/0/497 5975
scenenet train/0/383 5725
scenenet train/0/235 4325
scenenet train/0/349 5375
scenenet train/0/0 3600
scenenet train/0/325 6775
scenenet train/0/12 1800
scenenet train/0/447 425
scenenet train/0/44 400
scenenet train/0/363 7050
scenenet train/0/199 5975
scenenet train/0/217 3125
scenenet train/0/160 6250
scenenet train/0/96 4175
scenenet train/0/42 6475
scenenet train/0/172 2175
scenenet train/0/426 5025
scenenet train/0/427 6875
scenenet train/0/384 2625
scenenet train/0/326 6550
nyud 320
nyud 1190
scannet scene0001_01 000369
scannet scene0002_00 000401
scannet scene0000_00 001893
scannet scene0000_01 000115
scannet scene0000_01 000565
scannet scene0000_00 003701
scannet scene0000_01 003724
scannet scene0002_01 000506
scannet scene0000_02 004353
scannet scene0000_02 002714
scannet scene0001_00 000125
scannet scene0000_00 001978
scenenet train/0/103 6975
scenenet train/0/131 400
scenenet train/0/484 4775
scenenet train/0/302 5150
scenenet train/0/17 6450
scenenet train/0/162 1275
scenenet train/0/193 2350
scenenet train/0/359 5925
scenenet train/0/188 1250
scenenet train/0/483 7450
scenenet train/0/5 2600
scenenet train/0/1 900
scenenet train/0/73 6725
scenenet train/0/421 6825
scenenet train/0/109 6500
scenenet train/0/70 4250
scenenet train/0/349 6700
scenenet train/0/435 250
scenenet train/0/445 6075
scenenet train/0/453 2975
scenenet train/0/26 3975
scenenet train/0/63 3025
scenenet train/0/355 4300
scenenet train/0/82 3125
scenenet train/0/162 3375
scenenet train/0/94 1425
scenenet train/0/441 1200
scenenet train/0/480 4825
scenenet train/0/398 6900
scenenet train/0/104 5750
scenenet train/0/298 5475
scenenet train/0/403 4800
scenenet train/0/392 5975
scenenet train/0/97 2800
nyud 432
nyud 808
scannet scene0000_02 000253
scannet scene0000_02 005436
scannet scene0000_00 005473
scannet scene0000_01 001393
scannet scene0000_01 003383
scannet scene0001_00 000873
scannet scene0000_01 005235
scannet scene0000_02 004598
scannet scene0002_01 005466
scannet scene0001_00 000371
scannet scene0002_01 001678
scannet scene0000_00 002834
scenenet train/0/282 5350
scenenet train/0/393 3025
scenenet train/0/97 4100
scenenet train/0/366 1350
scenenet train/0/404 2300
scenenet train/0/65 4325
scenenet train/0/303 7075
scenenet train/0/50 2225
scenenet train/0/143 4425
scenenet train/0/254 5975
scenenet train/0/25 4775
scenenet train/0/147 1025
scenenet train/0/6 6950
scenenet train/0/240 4800
scenenet train/0/480 6025
scenenet train/0/451 6725
scenenet train/0/345 6900
scenenet train/0/409 2300
scenenet train/0/343 1700
scenenet train/0/291 3325
scenenet train/0/18 7050
scenenet train/0/171 3900
scenenet train/0/388 3700
scenenet train/0/426 7425
scenenet train/0/53 6625
scenenet train/0/63 2350
scenenet train/0/118 5750
scenenet train/0/499 2225
scenenet train/0/24 3200
scenenet train/0/87 5525
scenenet train/0/164 575
scenenet train/0/459 3075
scenenet train/0/479 3925
scenenet train/0/37 7200
nyud 591
nyud 823
scannet scene0000_00 004213
scannet scene0000_00 000863
scannet scene0000_01 002733
scannet scene0000_02 002466
scannet scene0000_00 004722
scannet scene0000_00 004969
scannet scene0002_01 000434
scannet scene0002_01 002070
scannet scene0000_00 002797
scannet scene0000_01 003309
scannet scene0002_00 000491
scannet scene0000_00 004857
scenenet train/0/456 3825
scenenet train/0/382 7000
scenenet train/0/321 3000
scenenet train/0/167 1975
scenenet train/0/166 1475
scenenet train/0/132 5525
scenenet train/0/131 4975
